qfix, qfluct, l,p,dof,time,method
0.4,0.3,20,0,0.578375,1.06166e+06,pg
0.4,0.3,20,0,0.578375,47729,vpg
0.4,0.3,20,0.01,0.561908,1.06768e+06,pg
0.4,0.3,20,0.01,0.548429,70398,vpg
0.4,0.3,20,0.02,0.545254,1.06948e+06,pg
0.4,0.3,20,0.02,0.518486,70446,vpg
0.4,0.3,20,0.03,0.529004,1.03037e+06,pg
0.4,0.3,20,0.03,0.488607,61809,vpg
0.4,0.3,20,0.04,0.514121,1.01117e+06,pg
0.4,0.3,20,0.04,0.458952,65720,vpg
0.4,0.3,20,0.05,0.500358,1.02343e+06,pg
0.4,0.3,20,0.05,0.429563,63737,vpg
0.4,0.3,20,0.06,0.486587,1.0311e+06,pg
0.4,0.3,20,0.06,0.400898,66199,vpg
0.4,0.3,20,0.07,0.471608,1.04764e+06,pg
0.4,0.3,20,0.07,0.373439,69467,vpg
0.4,0.3,20,0.08,0.456158,1.05143e+06,pg
0.4,0.3,20,0.08,0.348499,68583,vpg
0.4,0.3,20,0.09,0.444771,1.05777e+06,pg
0.4,0.3,20,0.09,0.324926,68159,vpg
0.4,0.3,20,0.1,0.428858,1.08759e+06,pg
0.4,0.3,20,0.1,0.302063,67903,vpg
0.4,0.3,20,0.11,0.415438,1.09716e+06,pg
0.4,0.3,20,0.11,0.285536,71176,vpg
0.4,0.3,20,0.12,0.405054,1.10692e+06,pg
0.4,0.3,20,0.12,0.26985,72981,vpg
0.4,0.3,20,0.13,0.392942,1.13213e+06,pg
0.4,0.3,20,0.13,0.255737,70888,vpg
0.4,0.3,20,0.14,0.381217,1.14797e+06,pg
0.4,0.3,20,0.14,0.242951,74670,vpg
0.4,0.3,20,0.15,0.372721,1.14423e+06,pg
0.4,0.3,20,0.15,0.230844,70064,vpg
0.4,0.3,20,0.16,0.359125,1.1669e+06,pg
0.4,0.3,20,0.16,0.219249,69237,vpg
0.4,0.3,20,0.17,0.351263,1.17712e+06,pg
0.4,0.3,20,0.17,0.207894,73251,vpg
0.4,0.3,20,0.18,0.337017,1.18875e+06,pg
0.4,0.3,20,0.18,0.196774,72192,vpg
0.4,0.3,20,0.19,0.3295,1.19836e+06,pg
0.4,0.3,20,0.19,0.185819,72787,vpg
0.4,0.3,20,0.2,0.318412,1.20105e+06,pg
0.4,0.3,20,0.2,0.174875,69195,vpg
0.4,0.3,20,0.21,0.309913,1.24635e+06,pg
0.4,0.3,20,0.21,0.166494,71111,vpg
0.4,0.3,20,0.22,0.302267,1.25066e+06,pg
0.4,0.3,20,0.22,0.158112,77120,vpg
0.4,0.3,20,0.23,0.293592,1.26092e+06,pg
0.4,0.3,20,0.23,0.14985,73078,vpg
0.4,0.3,20,0.24,0.283946,1.259e+06,pg
0.4,0.3,20,0.24,0.1421,72798,vpg
0.4,0.3,20,0.25,0.27395,1.27466e+06,pg
0.4,0.3,20,0.25,0.135219,71686,vpg
0.4,0.3,20,0.26,0.266196,1.17393e+06,pg
0.4,0.3,20,0.26,0.128362,59682,vpg
0.4,0.3,20,0.27,0.257425,1.21688e+06,pg
0.4,0.3,20,0.27,0.12165,67618,vpg
0.4,0.3,20,0.28,0.249971,1.18226e+06,pg
0.4,0.3,20,0.28,0.11515,63972,vpg
0.4,0.3,20,0.29,0.241617,1.21476e+06,pg
0.4,0.3,20,0.29,0.108975,71239,vpg
0.4,0.3,20,0.3,0.235367,1.21383e+06,pg
0.4,0.3,20,0.3,0.102875,65877,vpg
0.4,0.3,20,0.31,0.227004,1.22606e+06,pg
0.4,0.3,20,0.31,0.0981313,63060,vpg
0.4,0.3,20,0.32,0.22125,1.20826e+06,pg
0.4,0.3,20,0.32,0.09345,68841,vpg
0.4,0.3,20,0.33,0.214442,1.24937e+06,pg
0.4,0.3,20,0.33,0.0888312,61846,vpg
0.4,0.3,20,0.34,0.206087,1.24594e+06,pg
0.4,0.3,20,0.34,0.0842749,68009,vpg
0.4,0.3,20,0.35,0.20025,1.2674e+06,pg
0.4,0.3,20,0.35,0.0797812,71008,vpg
0.4,0.3,20,0.36,0.194954,1.26265e+06,pg
0.4,0.3,20,0.36,0.0758501,67495,vpg
0.4,0.3,20,0.37,0.188333,1.27433e+06,pg
0.4,0.3,20,0.37,0.0719813,70777,vpg
0.4,0.3,20,0.38,0.181767,1.29394e+06,pg
0.4,0.3,20,0.38,0.06815,65054,vpg
0.4,0.3,20,0.39,0.177325,1.34131e+06,pg
0.4,0.3,20,0.39,0.064325,65954,vpg
0.4,0.3,20,0.4,0.170758,1.31772e+06,pg
0.4,0.3,20,0.4,0.0605,63022,vpg
0.4,0.3,20,0.41,0.1636,1.3478e+06,pg
0.4,0.3,20,0.41,0.05865,74302,vpg
0.4,0.3,20,0.42,0.159079,1.39968e+06,pg
0.4,0.3,20,0.42,0.0567999,63999,vpg
0.4,0.3,20,0.43,0.154908,1.40937e+06,pg
0.4,0.3,20,0.43,0.05495,70045,vpg
0.4,0.3,20,0.44,0.149554,1.41426e+06,pg
0.4,0.3,20,0.44,0.05315,66265,vpg
0.4,0.3,20,0.45,0.143713,1.44361e+06,pg
0.4,0.3,20,0.45,0.051375,74685,vpg
0.4,0.3,20,0.46,0.143492,1.43036e+06,pg
0.4,0.3,20,0.46,0.0496,63738,vpg
0.4,0.3,20,0.47,0.136321,1.28632e+06,pg
0.4,0.3,20,0.47,0.0479,59794,vpg
0.4,0.3,20,0.48,0.131283,1.25529e+06,pg
0.4,0.3,20,0.48,0.04635,58427,vpg
0.4,0.3,20,0.49,0.126804,1.24488e+06,pg
0.4,0.3,20,0.49,0.044925,58619,vpg
0.4,0.3,20,0.5,0.121854,1.26859e+06,pg
0.4,0.3,20,0.5,0.0435,56775,vpg
0.4,0.3,20,0.51,0.1188,1.32014e+06,pg
0.4,0.3,20,0.51,0.042075,58132,vpg
0.4,0.3,20,0.52,0.115408,1.26605e+06,pg
0.4,0.3,20,0.52,0.04065,55495,vpg
0.4,0.3,20,0.53,0.110033,1.26172e+06,pg
0.4,0.3,20,0.53,0.0392563,56839,vpg
0.4,0.3,20,0.54,0.10655,1.2752e+06,pg
0.4,0.3,20,0.54,0.0378625,56828,vpg
0.4,0.3,20,0.55,0.103013,1.27522e+06,pg
0.4,0.3,20,0.55,0.0364688,55346,vpg
0.4,0.3,20,0.56,0.100696,1.28125e+06,pg
0.4,0.3,20,0.56,0.035075,56133,vpg
0.4,0.3,20,0.57,0.0958083,1.28777e+06,pg
0.4,0.3,20,0.57,0.0336813,56161,vpg
0.4,0.3,20,0.58,0.0925167,1.29865e+06,pg
0.4,0.3,20,0.58,0.0322875,56822,vpg
0.4,0.3,20,0.59,0.0898583,1.3013e+06,pg
0.4,0.3,20,0.59,0.0308938,55499,vpg
0.4,0.3,20,0.6,0.0858542,1.30485e+06,pg
0.4,0.3,20,0.6,0.0295,55333,vpg
0.4,0.3,20,0.61,0.0840625,1.3124e+06,pg
0.4,0.3,20,0.61,0.0291687,55623,vpg
0.4,0.3,20,0.62,0.080375,1.32345e+06,pg
0.4,0.3,20,0.62,0.0288375,55884,vpg
0.4,0.3,20,0.63,0.0780958,1.33074e+06,pg
0.4,0.3,20,0.63,0.0285063,55469,vpg
0.4,0.3,20,0.64,0.0748542,1.336e+06,pg
0.4,0.3,20,0.64,0.028175,55649,vpg
0.4,0.3,20,0.65,0.0716333,1.35316e+06,pg
0.4,0.3,20,0.65,0.0278437,57213,vpg
0.4,0.3,20,0.66,0.0701125,1.37477e+06,pg
0.4,0.3,20,0.66,0.0275125,55686,vpg
0.4,0.3,20,0.67,0.0665625,1.37718e+06,pg
0.4,0.3,20,0.67,0.0271812,55513,vpg
0.4,0.3,20,0.68,0.0657125,1.36658e+06,pg
0.4,0.3,20,0.68,0.02685,55287,vpg
0.4,0.3,20,0.69,0.0618375,1.37593e+06,pg
0.4,0.3,20,0.69,0.0265188,55305,vpg
0.4,0.3,20,0.7,0.0599125,1.38805e+06,pg
0.4,0.3,20,0.7,0.0261875,55214,vpg
0.4,0.3,20,0.71,0.0583667,1.39306e+06,pg
0.4,0.3,20,0.71,0.0259062,55120,vpg
0.4,0.3,20,0.72,0.0562083,1.40006e+06,pg
0.4,0.3,20,0.72,0.025625,55312,vpg
0.4,0.3,20,0.73,0.0548333,1.4149e+06,pg
0.4,0.3,20,0.73,0.0253438,55535,vpg
0.4,0.3,20,0.74,0.050825,1.42526e+06,pg
0.4,0.3,20,0.74,0.0250625,55407,vpg
0.4,0.3,20,0.75,0.0493458,1.43565e+06,pg
0.4,0.3,20,0.75,0.0247812,55499,vpg
0.4,0.3,20,0.76,0.0482167,1.44432e+06,pg
0.4,0.3,20,0.76,0.0245,55379,vpg
0.4,0.3,20,0.77,0.0458625,1.45376e+06,pg
0.4,0.3,20,0.77,0.0242187,56314,vpg
0.4,0.3,20,0.78,0.0438917,1.46408e+06,pg
0.4,0.3,20,0.78,0.0239375,55298,vpg
0.4,0.3,20,0.79,0.0428958,1.46635e+06,pg
0.4,0.3,20,0.79,0.0236563,55169,vpg
0.4,0.3,20,0.8,0.0411417,1.4751e+06,pg
0.4,0.3,20,0.8,0.023375,55229,vpg
0.4,0.3,20,0.81,0.0394667,1.48763e+06,pg
0.4,0.3,20,0.81,0.0231125,55159,vpg
0.4,0.3,20,0.82,0.037675,1.49586e+06,pg
0.4,0.3,20,0.82,0.02285,55140,vpg
0.4,0.3,20,0.83,0.0366708,1.50233e+06,pg
0.4,0.3,20,0.83,0.0225875,55135,vpg
0.4,0.3,20,0.84,0.03525,1.51214e+06,pg
0.4,0.3,20,0.84,0.022325,55269,vpg
0.4,0.3,20,0.85,0.0336708,1.52413e+06,pg
0.4,0.3,20,0.85,0.0220625,55265,vpg
0.4,0.3,20,0.86,0.0322708,1.53414e+06,pg
0.4,0.3,20,0.86,0.0218,55371,vpg
0.4,0.3,20,0.87,0.0311958,1.54468e+06,pg
0.4,0.3,20,0.87,0.0215375,55259,vpg
0.4,0.3,20,0.88,0.0298583,1.54775e+06,pg
0.4,0.3,20,0.88,0.021275,55118,vpg
0.4,0.3,20,0.89,0.0290833,1.57195e+06,pg
0.4,0.3,20,0.89,0.0210125,55958,vpg
0.4,0.3,20,0.9,0.0278875,1.54344e+06,pg
0.4,0.3,20,0.9,0.02075,53776,vpg
0.4,0.3,20,0.91,0.0264875,1.51892e+06,pg
0.4,0.3,20,0.91,0.0204875,53028,vpg
0.4,0.3,20,0.92,0.0258458,1.52624e+06,pg
0.4,0.3,20,0.92,0.020225,53336,vpg
0.4,0.3,20,0.93,0.0244792,1.53601e+06,pg
0.4,0.3,20,0.93,0.0199625,53463,vpg
0.4,0.3,20,0.94,0.0237917,1.54345e+06,pg
0.4,0.3,20,0.94,0.0197,53312,vpg
0.4,0.3,20,0.95,0.0224083,1.55537e+06,pg
0.4,0.3,20,0.95,0.0194375,53009,vpg
0.4,0.3,20,0.96,0.0214833,1.56247e+06,pg
0.4,0.3,20,0.96,0.019175,53309,vpg
0.4,0.3,20,0.97,0.0205167,1.57254e+06,pg
0.4,0.3,20,0.97,0.0189125,53088,vpg
0.4,0.3,20,0.98,0.0198375,1.58264e+06,pg
0.4,0.3,20,0.98,0.01865,53190,vpg
0.4,0.3,20,0.99,0.0188125,1.62569e+06,pg
0.4,0.3,20,0.99,0.0183875,53308,vpg
0.4,0.3,20,1,0.018125,1.59753e+06,pg
0.4,0.3,20,1,0.018125,53117,vpg
